sampno,perno,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner
377,2,,1,6,-1,2,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0
382,1,,2,3,-1,6,1,2,5,1,1,-1,10,50,3,2,4,-1,-1,0
383,1,,2,6,-1,2,1,0,5,1,1,-1,30,240,4,2,4,-1,-1,0
383,2,,1,6,-1,2,1,0,5,1,1,-1,30,300,5,2,4,-1,-1,0
384,1,,2,6,-1,8,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
384,2,,1,6,-1,8,2,10,1,1,4,-1,45,0,5,3,4,-1,-1,0
384,3,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,3,0
386,1,,2,6,-1,5,1,0,1,1,1,-1,2,20,5,2,4,-1,-1,1
386,2,,1,6,-1,2,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,1
388,1,,2,8,-1,4,1,5,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
388,2,,2,8,-1,5,2,3,2,1,1,-1,5,50,5,2,4,-1,-1,0
388,3,,4,8,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
390,1,,1,6,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
390,2,,2,6,-1,7,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
391,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
391,2,,2,6,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
392,1,,2,3,-1,6,1,6,1,1,1,-1,62,186,3,2,4,-1,-1,0
392,2,,1,3,-1,2,5,2,4,-1,-1,-1,-1,-1,-1,-1,1,4,15,0
393,1,,2,2,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
394,1,,1,8,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
394,2,,2,8,-1,6,2,0,5,1,7,-1,1,70,3,1,4,-1,-1,0
395,1,,2,6,-1,4,2,0,5,1,1,-1,25,250,5,2,4,-1,-1,0
395,2,,1,6,-1,4,2,0,5,1,1,-1,25,250,5,2,4,-1,-1,0
396,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
397,1,,2,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
397,2,,1,2,-1,6,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0
397,3,,1,2,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
397,4,,2,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
397,5,,1,2,-1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
399,1,,1,6,-1,6,1,5,1,1,1,-1,3,0,5,1,4,-1,-1,0
399,2,,2,6,-1,6,1,10,1,1,3,-1,3,0,5,1,4,-1,-1,0
400,1,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
400,2,,1,4,-1,2,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
401,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
401,2,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
403,1,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
403,2,,1,4,-1,2,1,0,1,1,1,-1,100,500,5,2,4,-1,-1,0
404,1,,2,6,-1,6,1,0,2,1,1,-1,15,125,5,2,4,-1,-1,0
404,2,,1,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
404,3,,2,4,-1,1,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
406,1,,1,6,-1,3,1,0,1,1,1,-1,7,80,5,2,4,-1,-1,0
406,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
406,3,,1,6,-1,4,5,0,2,1,8,driven by grandmother,3,30,3,2,4,-1,-1,0
407,1,,2,6,-1,8,1,0,1,1,1,-1,9,160,5,2,4,-1,-1,1
407,2,,1,6,-1,8,1,0,1,1,1,-1,37,225,3,2,4,-1,-1,1
407,3,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
407,4,,2,6,-1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
408,1,,2,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
413,1,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
413,2,,1,6,-1,6,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
414,1,,2,4,-1,2,5,30,1,1,4,-1,8,54,3,3,2,4,25,0
414,2,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
414,3,,1,4,-1,1,1,0,1,1,1,-1,30,200,6,2,4,-1,-1,0
416,1,,2,2,-1,7,1,0,1,1,1,-1,8,80,5,2,4,-1,-1,0
416,2,,1,2,-1,8,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0
417,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
417,2,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
418,1,,1,6,-1,6,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0
419,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
419,2,,1,6,-1,4,1,0,1,1,1,-1,12,120,5,2,4,-1,-1,0
419,3,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
419,4,,1,6,-1,4,1,0,2,1,1,-1,7,56,4,2,1,1,6,0
420,1,,1,7,Black/White,5,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0
420,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
421,1,,2,8,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
421,2,,2,8,-1,5,1,0,1,1,1,-1,35,450,5,2,4,-1,-1,0
423,1,,2,6,-1,8,1,0,1,1,1,-1,70,700,5,2,4,-1,-1,0
424,1,,1,6,-1,4,1,0,1,1,1,-1,1,8,5,2,4,-1,-1,0
424,2,,2,6,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
426,1,,2,6,-1,6,1,0,5,1,1,-1,0,30,5,1,4,-1,-1,0
426,2,,2,6,-1,8,1,8,1,1,3,-1,22,50,5,1,4,-1,-1,0
427,1,,1,2,-1,8,1,0,1,1,1,-1,26,280,5,2,4,-1,-1,0
427,2,,1,2,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,8,0
428,1,,2,8,-1,8,1,0,1,1,1,-1,15,6,1,1,4,-1,-1,0
428,2,,1,8,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
428,3,,2,8,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
429,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
429,2,,2,6,-1,5,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0
429,3,,1,6,-1,6,2,0,2,1,1,-1,25,100,2,2,1,1,28,0
430,1,,1,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
432,1,,1,2,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
432,2,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
432,3,,2,4,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
433,1,,1,2,-1,4,1,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
433,2,,2,2,-1,4,3,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
434,1,,1,6,-1,8,1,0,1,1,5,-1,1,0,3,3,4,-1,-1,0
436,1,,2,4,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,0
439,1,,1,8,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
440,1,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
440,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
442,1,,1,6,-1,7,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
444,1,,2,6,-1,6,1,0,1,1,1,-1,10,50,2,2,4,-1,-1,0
444,2,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
446,1,,1,6,-1,4,1,0,1,1,1,-1,30,150,5,2,4,-1,-1,0
446,2,,2,6,-1,2,1,0,1,1,1,-1,30,150,5,2,4,-1,-1,0
447,1,,2,6,-1,6,1,0,1,1,1,-1,22,220,5,2,4,-1,-1,0
448,1,,3,6,-1,7,1,0,5,1,5,-1,3,12,4,1,4,-1,-1,0
448,2,,2,6,-1,8,1,0,5,1,5,-1,3,12,4,1,4,-1,-1,0
449,1,,1,6,-1,8,1,0,1,1,1,-1,27,300,5,2,4,-1,-1,0
449,2,,2,6,-1,6,1,0,1,1,1,-1,5,75,4,2,4,-1,-1,0
449,3,,1,8,-1,1,5,8,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
450,1,,1,6,-1,6,2,10,1,1,3,-1,22,0,5,3,4,-1,-1,0
450,2,,1,4,-1,2,1,0,1,1,1,-1,23,245,5,2,4,-1,-1,0
452,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
452,2,,2,6,-1,2,1,0,1,1,1,-1,5,25,5,2,4,-1,-1,0
454,1,,2,8,-1,6,1,0,1,1,1,-1,11,55,5,2,4,-1,-1,0
455,1,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
455,2,,2,2,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
457,1,,1,6,-1,8,1,0,2,1,1,-1,2,5,2,2,4,-1,-1,0
457,2,,2,6,-1,2,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
459,1,,2,6,-1,6,1,0,1,1,1,-1,9,90,5,2,4,-1,-1,0
459,2,,1,6,-1,1,1,0,2,1,1,-1,2,4,2,2,4,-1,-1,0
461,1,,2,6,-1,6,1,0,1,1,1,-1,21,210,5,2,4,-1,-1,0
461,2,,1,6,-1,4,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
461,3,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,3,0
463,1,,2,6,-1,6,1,1,1,1,1,-1,33,200,3,2,4,-1,-1,0
464,1,,1,2,-1,6,1,0,1,1,1,-1,22,300,6,2,4,-1,-1,0
464,2,,2,2,-1,4,1,0,1,1,1,-1,3,50,5,2,4,-1,-1,0
465,1,,1,6,-1,2,1,0,1,1,1,-1,13,80,5,2,4,-1,-1,0
466,1,,1,8,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,2,1,20,0
467,1,,1,2,-1,5,1,14,1,1,1,-1,25,250,5,2,4,-1,-1,0
469,1,,2,4,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
469,2,,1,4,-1,4,1,0,1,1,1,-1,10,140,7,2,4,-1,-1,0
469,3,,1,4,-1,5,1,0,2,1,1,-1,15,150,5,2,3,-1,-1,0
469,4,,2,4,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
472,1,,1,6,-1,7,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
472,2,,2,2,-1,8,2,4,1,1,3,-1,45,40,2,1,4,-1,-1,0
473,1,,2,6,-1,6,1,0,2,1,1,-1,30,300,5,2,4,-1,-1,0
473,2,,2,6,-1,2,3,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
473,3,,1,6,-1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,1,4,5,0
474,1,,2,6,-1,6,1,0,5,1,1,-1,5,40,3,2,4,-1,-1,0
474,2,,1,2,-1,6,1,0,2,1,1,-1,7,100,5,1,4,-1,-1,0
474,3,,1,6,-1,6,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0
474,4,,2,2,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
475,1,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
475,2,,1,6,-1,8,1,0,1,1,1,-1,9,130,5,2,4,-1,-1,0
477,1,,2,7,White and American Indian,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
479,1,,2,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
479,2,,1,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
479,3,,2,2,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
480,1,,2,4,-1,6,1,0,1,1,1,-1,23,230,5,2,4,-1,-1,0
480,2,,1,4,-1,1,1,0,2,1,1,-1,5,50,5,1,4,-1,-1,0
480,3,,1,4,-1,4,1,0,1,1,1,-1,15,150,5,2,2,1,1,0
481,1,,1,6,-1,8,1,0,1,1,1,-1,40,350,4,2,4,-1,-1,0
482,1,,1,6,-1,6,1,0,5,1,1,-1,7,70,5,2,4,-1,-1,0
482,2,,2,6,-1,2,1,0,2,1,1,-1,2,20,5,2,4,-1,-1,0
483,1,,2,3,-1,2,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
484,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
484,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
487,1,,1,6,-1,8,2,5,1,1,5,-1,1,0,4,3,4,-1,-1,0
487,2,,2,6,-1,6,2,8,2,1,1,-1,3,20,3,1,4,-1,-1,0
488,1,,2,4,-1,5,1,0,1,1,1,-1,39,390,5,2,4,-1,-1,0
488,2,,1,6,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
490,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
490,2,,2,6,-1,5,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
492,1,,2,8,-1,6,2,4,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
492,2,,1,8,-1,7,2,4,1,1,8,airporter,20,100,4,2,4,-1,-1,0
493,1,,2,4,-1,2,1,0,2,1,1,-1,20,200,5,2,4,-1,-1,0
493,2,,2,8,-1,4,5,4,4,-1,-1,-1,-1,-1,-1,-1,2,4,6,0
493,3,,1,8,-1,2,5,4,4,-1,-1,-1,-1,-1,-1,-1,1,4,6,0
493,4,,2,4,-1,1,4,5,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
493,5,,1,4,-1,2,1,0,5,1,1,-1,45,350,7,2,4,-1,-1,0
495,1,,1,4,-1,8,1,5,1,1,1,-1,5,100,5,2,4,-1,-1,0
495,2,,2,4,-1,5,1,5,1,1,1,-1,15,175,5,2,4,-1,-1,0
495,3,,2,4,-1,6,1,8,5,1,1,-1,0,280,6,2,4,-1,-1,0
497,1,,1,1,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
497,2,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
499,1,,2,6,-1,4,1,30,5,1,1,-1,4,40,7,2,4,-1,-1,0
499,2,,1,6,-1,2,1,80,1,1,1,-1,20,100,5,2,4,-1,-1,0
501,1,,2,7,Caucasian/First Nations (Montagnais),4,1,0,1,1,2,-1,25,250,5,2,4,-1,-1,0
501,2,,1,6,-1,8,1,0,1,1,2,-1,37,370,5,2,3,-1,-1,0
502,1,,2,6,-1,8,1,10,1,1,3,-1,7,20,5,1,4,-1,-1,0
503,1,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
503,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
503,3,,1,6,-1,8,2,6,1,1,3,-1,10,40,5,1,4,-1,-1,0
505,1,,1,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1
505,2,,2,2,-1,8,1,0,2,1,1,-1,4,4,1,2,4,-1,-1,1
505,3,,1,7,Mixed asian and white,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
506,1,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
506,2,,1,6,-1,2,1,10,1,1,1,-1,9,90,5,2,4,-1,-1,0
507,1,,1,4,-1,6,1,2,1,1,1,-1,8,100,5,2,4,-1,-1,0
507,2,,2,4,-1,5,2,10,2,1,1,-1,12,40,2,2,4,-1,-1,0
510,1,,1,6,-1,8,2,10,1,1,4,-1,15,0,5,3,4,-1,-1,0
510,2,,2,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
511,1,,2,6,-1,6,1,0,5,1,1,-1,20,200,4,2,4,-1,-1,0
511,2,,2,6,-1,6,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
512,1,,2,6,-1,4,1,0,1,1,1,-1,13,0,5,2,4,-1,-1,0
513,1,,2,6,-1,5,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
514,1,,1,6,-1,7,1,0,1,1,1,-1,9,100,5,2,4,-1,-1,0
514,2,,2,6,-1,7,1,0,1,1,1,-1,7,0,5,2,4,-1,-1,0
515,1,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
515,2,,1,6,-1,8,1,10,1,1,3,-1,50,10,5,1,4,-1,-1,0
516,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
516,2,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
517,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
517,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
518,1,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
518,2,,1,6,-1,7,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0
518,3,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
519,1,,2,6,-1,6,2,4,5,1,1,-1,3,15,3,2,4,-1,-1,0
519,2,,1,6,-1,8,3,4,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
521,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
521,2,,1,6,-1,4,1,0,1,1,1,-1,30,300,7,3,4,-1,-1,0
522,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
522,2,,1,4,-1,6,1,0,1,1,1,-1,5,30,3,2,4,-1,-1,0
522,3,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
523,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
525,1,,2,6,-1,7,1,0,2,1,1,-1,6,36,3,2,4,-1,-1,0
525,2,,1,6,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
525,3,,1,6,-1,3,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
525,4,,1,6,-1,5,1,0,1,1,1,-1,60,500,1,2,4,-1,-1,0
526,1,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
526,2,,1,6,-1,4,3,0,1,1,7,-1,1,14,5,3,4,-1,-1,0
526,3,,1,6,-1,2,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
526,4,,1,2,-1,4,1,0,3,1,1,-1,3,30,5,2,4,-1,-1,0
527,1,,2,3,-1,6,1,0,1,1,1,-1,47,470,5,1,4,-1,-1,0
530,1,,1,6,-1,6,1,0,1,1,1,-1,16,80,5,2,4,-1,-1,0
531,1,,1,6,-1,7,1,0,1,1,1,-1,3,15,5,2,4,-1,-1,0
531,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
532,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
532,2,,2,6,-1,8,3,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
533,1,,1,6,-1,8,3,10,1,1,3,-1,7,0,5,3,4,-1,-1,0
534,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
534,2,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
535,1,,1,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
535,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
535,3,,2,6,-1,7,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
541,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
541,2,,2,6,-1,5,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
542,1,,1,6,-1,8,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
542,2,,2,6,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
544,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
544,2,,2,6,-1,8,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,1
544,3,,1,6,-1,4,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1
544,4,,2,6,-1,4,1,0,2,1,1,-1,2,16,4,2,1,1,2,1
547,1,,1,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
548,1,,1,6,-1,6,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
548,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
552,1,,2,6,-1,6,1,0,1,1,2,-1,10,60,3,2,4,-1,-1,0
552,2,,1,6,-1,6,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
553,1,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
553,2,,2,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
555,1,,1,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
555,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
556,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
557,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
557,2,,2,6,-1,4,1,0,1,1,1,-1,25,700,5,2,4,-1,-1,0
558,1,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
558,2,,2,4,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
562,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
562,2,,1,6,-1,8,1,0,1,1,1,-1,19,190,5,2,4,-1,-1,0
562,3,,2,6,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
563,1,,1,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
563,2,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
564,1,,2,6,-1,6,1,0,1,1,1,-1,5,100,5,2,4,-1,-1,0
564,2,,1,6,-1,8,1,0,1,1,2,-1,50,500,5,2,4,-1,-1,0
566,1,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
566,2,,2,7,Persian,4,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
569,1,,2,6,-1,8,1,0,1,1,1,-1,20,120,3,2,4,-1,-1,0
569,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
570,1,,1,6,-1,6,3,2,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
570,2,,2,8,-1,4,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0
572,1,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
572,2,,2,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
573,1,,1,6,-1,1,1,0,1,1,7,-1,2,20,5,2,4,-1,-1,0
574,1,,1,6,-1,6,1,0,1,1,1,-1,22,176,4,2,4,-1,-1,0
574,2,,2,6,-1,8,1,0,5,1,1,-1,2,32,4,2,4,-1,-1,0
574,3,,1,6,-1,6,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
575,1,,1,1,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
575,2,,2,1,-1,3,4,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
576,1,,1,6,-1,7,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
576,2,,2,2,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
576,3,,2,2,-1,1,1,10,1,1,1,-1,5,50,5,2,4,-1,-1,0
578,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
579,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
579,2,,2,6,-1,2,1,0,1,1,1,-1,7,110,5,2,4,-1,-1,0
579,3,,2,6,-1,6,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0
580,1,,1,6,-1,6,1,0,1,1,1,-1,35,325,5,2,4,-1,-1,1
580,2,,2,6,-1,8,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,1
580,3,,2,6,-1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
581,1,,1,6,-1,4,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
581,2,,2,6,-1,8,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0
582,1,,1,6,-1,3,1,0,1,1,1,-1,10,50,5,2,4,-1,-1,0
584,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
584,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
586,1,,1,4,-1,3,1,0,1,1,1,-1,4,20,5,2,4,-1,-1,0
586,2,,2,4,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
587,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
587,2,,2,6,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,0
